ARM_CODART,ART_NOMBRE,Cod_Prod,Nom_Prod_DIGEMID,Concent_DIGEMID,Score
1235619.0,BROSOL COMPUESTO SOLUCION FCO x 120ml,46591,BROSOL COMPUESTO,150 mg + 0.1 mg/ 5 mL,0.7
1239540.0,QUANTRUM 500mg x 5Comp.,38532,QUANTRUM,750 mg,0.63
1239754.0,XILONEST S.P. 2% S/EP.x 20ml FRASCO,53027,XILONEST BE S.P. 2% CON EPINEFRINA 1:200 000,2 % + 1:200 000,0.67
1240156.0,SORBAMIN 55 SP  N . F . x 1000 ml.,57550,SORBAMIN 55 SP NF,,0.86
1240691.0,TUSILEXIL JBE x 120ml,10975,TUSILEXIL,,0.7
1249012.0,PANAFLAM FORTE x 100 TAB,39473,PANAFLAM FORTE,,0.74
1260060.0,CLORFENAMINA JBE x 120ml - PORTUGAL,41232,CLORFENAMINA MALEATO,4 mg,0.7
1260384.0,ELECTRORAL NF x 1000ML HIERBA LUISA,50266,ELECTRORAL N.F. SABOR A HIERBA LUISA,,0.81
1263191.0,AEROCAMARA ADULTO,32644,BRONCHO VAXOM ADULTOS,,0.63
1263298.0,AEROCAMARA NIÑOS,48701,BRONCHO-VAXOM NIÑOS,,0.62
1263412.0,REUMODOL FROT. UNG. x 30gr,40798,REUMODOL FORTE,7.6 g + 29 g,0.63
1263519.0,REUMODOL FROT. UNG. x 100gr,40798,REUMODOL FORTE,7.6 g + 29 g,0.62
1273740.0,TETRALAN UNG. OFTALMICO,58611,TETRALAN SP,1 %,0.65
1275219.0,GRAVOL GOTAS x 10ml,35499,GRAVOL 1,50 mg/ mL,0.69
1283747.0,BRONCO AMOXICLIN 500mg x 100 TAB - SIEGFRIED,53135,BRONCO AMOXICLIN 500,500 mg + 8 mg,0.65
1293647.0,ELITON GOTAS x 20ml,38914,ELITON FE 50,50 mg/ mL,0.68
1305605.0,ERITROMICINA 500mg TAB x 100 - PORTUGAL,40226,ERITROMICINA ETILSUCCINATO,250 mg/ 5 mL,0.61
1305712.0,SULFATO FERROSO 300mg.TAB x 100 -PORTUGAL,45014,SULFATO FERROSO,300 mg,0.66
1306612.0,MUCOTRIM DILAT SOLU. GOTAS ORALES x 15ml,56693,MUCOTRIM DILAT FORTE,15 mg + 0.01 mg/ 5 mL,0.71
1306719.0,MUCOTRIM SOLU. GOTAS ORALES x 20ml,56693,MUCOTRIM DILAT FORTE,15 mg + 0.01 mg/ 5 mL,0.63
1312049.0,REUMA FROST x 100gr PORTUGAL,49618,REUMAFROST NF,,0.64
1313270.0,DOLODRAN EXTRA FORTE x 100 TAB - PORTUGAL,56992,DOLOCORDRALAN EXTRA FORTE NF,50 mg + 50 mg + 50 mg + 0.25 mg,0.63
1313698.0,AMOXIDAL DUO 875mg x 98 COMP.,39689,AMOXIDAL DUO 500,500 mg/ 5 mL,0.74
1314598.0,GINGISONA B SPRAY x 15ml,41772,GINGISONA B,3 mg,0.73
1330805.0,GRIPA C JUNIOR x 100 TAB. MAST.,57941,GRIPA C JUNIOR NF,80 mg + 1.25 mg + 0.5 mg,0.75
1335084.0,LIBBERA 5mg CAJA x 100 TAB,56872,LIBBERAFEX® 180,180 mg,0.65
1337212.0,PENTOXIFILINA 400mg x 30 TAB - GEN FAR,56834,PENTOXIFILINA,400 mg,0.63
1338540.0,VOLTAREN 50mg x 100 TAB.,51158,VOLTAREN SR,100 mg,0.63
1343291.0,NEOTROL N F GOTAS OFT.,52211,NEOTROL N.F.,3.5 mg + 6000 UI + 1 mg/ mL,0.75
1345633.0,DENCORUB GEL x 25gr,38962,DENCORUB EXTRA FORTE,29 g/ 100 g + 7.6 g/ 100 g,0.72
1346640.0,PLATSIDERM CREMA x 30gr - PORTUGAL,50429,PLATSIDERM CREMA,1 % + 0.6 %,0.67
1349875.0,MEDICORT 2mg JBE x 100ml,35581,MEDICORTIL,,0.63
1356754.0,BUSCAPINA COMP. AMP x 5ml,56858,BUSCAPINA COMPOSITUM,0.02 g/ 5 mL + 2.5 g/ 5 mL,0.68
1361833.0,FLUIMUCIL 300mg x 5 AMP,5022,FLUIMUCIL ORAL,200 mg,0.69
1364961.0,FLUIMUCIL JBE x 120ml,5022,FLUIMUCIL ORAL,200 mg,0.73
1366868.0,MALTOFER 50mg x150ml JBE,51472,MALTOFER FOL,100 mg + 0.35 mg,0.66
1367233.0,ALERCET D x 100 CAP,58805,ALERCET D NF,5 mg + 120 mg,0.65
1368454.0,SULFADIAZINA DE PLATA 1% CREMA x 30gr - GEN FAR,40212,SULFADIAZINA DE PLATA,1 %,0.75
1370291.0,LECHE DE MAGNESIA PHILIPS x 120ml CIRUELA,42379,LECHE DE MAGNESIA PHILLIPS SABOR CIRUELA,400 mg/ 5 mL,0.84
1373319.0,CLORFENAMINA 4mg x 100 TAB - PORTUGAL,41232,CLORFENAMINA MALEATO,4 mg,0.68
1380084.0,CADITAR 400mg x 10 TABLETAS,40387,CADITAR FLEX,,0.61
1383540.0,NOXOM 500mg x 6 TAB,48259,NOXOM 500,500 mg,0.74
1383647.0,NOXOM JBE x 60 ML,48259,NOXOM 500,500 mg,0.64
1390954.0,DOLOFLAM EXTRA FORTE x 100 TAB,32789,DOLOFLAM EXTRAFORTE,400 mg,0.88
1393119.0,DIPROSPAN FAST INY.,51533,DIPROSPAN FAST,4 mg/ mL,0.88
1402477.0,GYNOCANESTEN 1 DIA 500mg x 1 CP. VAG,44990,GYNOCANESTEN®,1 %,0.61
1404277.0,DYNASTAT IM/IV 40mg. AMP,4165,DYNASTAT,40 mg,0.63
1404926.0,SULCONAR x 30 TAB.,41585,SULCONAR,250 mg/ 25 mg,0.74
1405391.0,BISMUCAR JBE x 150ml FRESA,35789,BISMUCAR ORAL SABOR A FRESA,87.33 mg/ 5 mL,0.74
1411691.0,FUROXONA GOTAS x 20ml.,37379,FUROXONA FORTE,50 mg/ 5 mL,0.73
1411912.0,DECORTEN 4mg/2ml. AMP.,53929,DECORTEN NF,2 mg/ 5 mL,0.7
1416084.0,DEGRALER x 100 TAB - BAGO,53071,DEGRALER ODT,5 mg,0.67
1417205.0,MUCOBIOTIC COMPUESTO x 120ML - SIEGFRIED,51771,MUCOBIOTIC COMPUESTO,7.5 mg + 0.005 mg,0.79
1422819.0,CLENBUVENT EXPECTORANTE JBE x 120ml.,45499,CLENBUVENT EXPECTORANTE,0.005 mg + 7.5 mg/ 5 mL,0.89
1422926.0,CLENBUVENT EXPECTORANTE GOTAS x 15ml.,42699,CLENBUVENT EXPECTORANTE FORTE,0.01 mg + 15 mg/ 5 mL,0.9
1426198.0,BRONCOFLAM BALSAMICO SUSP x 60ml,50190,BRONCOMYCIN BALSAMICO,200 mg + 800 mg + 160 mg,0.64
1432505.0,CEFABRONCOL x 60 CAPSULAS,45374,CEFABRONCOL-S,250 mg/ 5 mL,0.65
1440063.0,REUMA-SOL EXTRAFUERTE x 30gr.,9586,REUMA SOL EXTRAFUERTE,,0.83
1448768.0,LOROPHYN OVULOS x 102 und,57642,LOROPHYN NF,18.9 mg,0.66
1449133.0,CLINDAMICINA 600mg x 25 AMP - DANY,43374,CLINDAMICINA,300 mg,0.65
1452191.0,DORIXINA RELAX x 100 TAB.,49309,DORIXINA RELAX,,0.74
1452519.0,PALTOMIEL INFANTIL x 125ml,49186,BACTEROL INFANTIL,200 mg + 40 mg/ 5 mL,0.6
1466661.0,GESLUTIN PNM 200mg x 10 CAP.,47948,GESLUTIN-PNM,100 mg,0.68
1466768.0,INFECTRIM BALSAMICO SUSP. x 50ml,48890,INFECTRIM BALSAMICO,200 mg + 40 mg + 50 mg/ 5 mL,0.86
1470626.0,SILDENAFILO 50mg x 4 TAB - GENFAR,10017,SILDENAFILO,50 mg,0.62
1470840.0,ORABIOT CL x 10 TABS,38730,ORABIOT CL,,0.67
1480312.0,PENICILINA PROCAINICA 1000 x 10 AMP - VITALIS,51180,PENICILINA G PROCAINICA,1 000 000 UI,0.64
1481961.0,PANADOL EFERVESCENTE x 24 TAB.,56263,PANADOL EFERVESCENTE,500 mg,0.92
1482433.0,BRONCO MEDIMOX 250mg x 105ml GRANDE,42843,BRONCO MEDIMOX 500,500 mg + 4 mg/ 5 mL,0.78
1482647.0,BRONCO AMOXIDIN 250mg x 105ml GRANDE,56759,BRONCO AMOXIDIN 250 NF,250 mg + 4 mg/ 5 mL,0.82
1483868.0,GINOFEM DUO x 6 OVULOS,53330,GINOFEM DUO,500 mg + 100000 UI,0.67
1484661.0,VITAPYRENA FORTE x 50 SOB.(NUEVA),46974,VITAPYRENA FORTE,,0.8
1499275.0,NEOMICINA + BACITRACINA C/CAJA x 20gr - PORTUGAL,51919,NEOMICINA SULFATO + BACITRACINA CINC,0.500 g + 25 000 UI,0.62
1500905.0,BRONCOBUTOL PLUS DIEPHAR x 60 UND,57145,BRONCOBUTOL PLUS NF,2 mg/ 5 mL,0.79
1502056.0,TRIMICOT CREMA x 10gr,26118,TRIMICOT,,0.65
1505833.0,HEMORRODIL NF UNG. x 20GR,58968,HEMORRODIL NF,1 %,0.8
1508961.0,TAMSUCAR 0.4mg x 30 CAP,41744,TAMSUCAR,0.4 mg,0.63
1509005.0,LIBBERA GOTAS x 15ml,56872,LIBBERAFEX® 180,180 mg,0.69
1509112.0,LIBBERA JBE x 60ml,56872,LIBBERAFEX® 180,180 mg,0.79
1509326.0,EVACUOL SOLUCION ORAL x 45ml,46544,BUK SOLUCION ORAL,10 mg + 100 mg/ 5 mL,0.67
1518219.0,BISMUCAR JBE x 150ml CEREZA,40599,BISMUCAR SABOR A CEREZA,262 mg,0.82
1522498.0,LECHE DE MAGNESIA PHILIPS x 120ml KIDS - DURAZNO,26161,LECHE DE MAGNESIA PHILLIPS KIDS SABOR DURAZNO,400 mg/ 5 mL,0.84
1523184.0,NASTIZOL JUNIOR NF x 150 TAB,54032,NASTIZOL JUNIOR NF ANTIGRIPAL,80 mg + 2.5 mg + 1 mg,0.84
1525419.0,BISOLVON 4mg/ml JARABE NIÑOS x 120ml,40942,BISOLVON PARA NIÑOS,4 mg/ 5 mL,0.65
1525847.0,GRAVOL 30mg AMP PEDIATRICO,44041,GRAVOL PEDIATRICO,30 mg/ 3 mL,0.89
1536326.0,DAYFLU NF x 100 CAP.,47013,DAFLON 1000 MG,1000 mg,0.61
1537547.0,DOLOFENAC FLEX AMP x 1ml,55246,DOLOFENAC FLEX,1.5 mg/ mL,0.84
1540391.0,MICROSER 16mg x 40 TAB,39145,MICROSER,24 mg,0.63
1544319.0,FERANIN FOL 1000 x 150GRG,54497,FERANIN FOL,100 mg/ 0.35 mg,0.61
1544640.0,ANEURIN 10 000 AMP x 3ml,51891,ANEURIN 10 000,10 000,0.74
1547019.0,GLUCONATO DE CALCIO 10%/10ml x 25 AMP - DANY,27425,GLUCONATO DE CALCIO,10 %,0.64
1554112.0,MUCOTRIM DILAT x 120ml -ROXFARMA,56693,MUCOTRIM DILAT FORTE,15 mg + 0.01 mg/ 5 mL,0.73
1555975.0,CLARITROMICINA 500mg x 100 TAB - PORTUGAL,2651,CLARITROMICINA,500 mg,0.63
1564654.0,BISMUCAR x 100 TAB - EUROFARMA,40599,BISMUCAR SABOR A CEREZA,262 mg,0.69
1564868.0,CEFACROL IM 1gr x 1 AMP,35141,CEFACROL IM 1000,1000 mg,0.77
1567247.0,ACI BASIC SUSP x 150 ml,48473,ACI BASIC UVA,800 mg + 60 mg/ 10 mL,0.71
1569796.0,ANEURIN 25 000 AMP x 3ml,44182,ANEURIN 5000,100 mg + 100 mg + 5 mg/ 3 mL,0.67
1570526.0,MICOMISIL 1% CREMA x 15 gr,7504,MICOMISIL,1 %,0.63
1575882.0,PALDOLOR EXTRA FORTE x 200 TAB - HERSIL,56765,PALDOLOR EXTRA FORTE F,200 mg + 500 mg,0.81
1577789.0,MUCOSOLVAN 30mg/5ml x 120ml ADULTOS,48918,MUCOSOLVAN COMPOSITUM ADULTOS,15 mg + 0.01 mg/ 5 mL,0.67
1577896.0,MUCOSOLVAN 15mg/5ml x 120ml PEDIATRICO,42545,MUCOSOLVAN COMPOSITUM PEDIATRICO,7.5 mg + 0.005 mg/ 5 mL,0.7
1579810.0,DICLO K 50mg x 100 COMP,43585,DICLO-K 50,50 mg,0.66
1586903.0,CLARIMED 250mg/5ml SUSP x 100ml,40849,CLARIMED 250,250 mg/ 5 mL,0.67
1587047.0,CLARIMED 500mg x 10 TAB,40849,CLARIMED 250,250 mg/ 5 mL,0.73
1587803.0,HEPABIONTA INY. x 3 AMP,48955,HEPABIONTA,,0.62
1589924.0,CLAVUMOX 500mg x 12 TAB,57885,CLAVUMOX 12 HORAS,875 mg + 125 mg,0.75
1592340.0,MICOFLUZOL 150mg x 100 CAP - FARMEDIC,7498,MICOFLUZOL 150,150 mg,0.67
1598382.0,SULFAMED POLVO x 10gr - MEDIFARMA,35067,SULFAMETOXASOL + TRIMETOPRIMA,400 mg + 80 mg/ 5 mL,0.65
1598710.0,BRONCOFLAM BALSAMICO x 100 TAB,50190,BRONCOMYCIN BALSAMICO,200 mg + 800 mg + 160 mg,0.67
1600912.0,BETACORT 4mg/1ml AMP,40858,BETACORT DEPOT,5 mg + 2 mg,0.71
1601484.0,BRONCO MEDIMOX 125mg x 105ml,42145,BRONCO MEDIMOX 125,125 mg + 4 mg/ 5 mL,0.88
1603284.0,DOLO-QUIMAGESICO FLEX CAP x 100,41026,DOLO QUIMAGESICO FLEX,,0.88
1606198.0,"BENALGIN 10,000  NF AMP - LUSA",58339,BENALGIN 10 000 NF,,0.87
1606205.0,DEXA BENALGIN 5000 AMP - LUSA,56606,BENALGIN 1000 NF,50 mg + 50 mg + 1000 mcg,0.7
1606312.0,DOLO BENALGIN AMP - LUSA,49534,DOLO BENALGIN,,0.84
1611170.0,LEVOFLOXACINO 500mg x 7 TAB - GENFAR,40149,LEVOFLOXACINO,500 mg,0.65
1611819.0,MACRODANTINA 100mg CAPS x 120,37710,MACRODANTINA XR 100,100 mg,0.77
1612177.0,LEVOCERT x 100 TAB - MEDIFARMA,40837,LEVOCERT D,2.5 mg + 120 mg,0.63
1613833.0,DIMENHIDRINATO 50mg TAB x 100 - PORTUGAL,40228,DIMENHIDRINATO,50 mg,0.64
1613940.0,DICLOXACILINA 500mg x 100 CAP - PORTUGAL,28125,DICLOXACILINA,500 mg,0.61
1614084.0,NOTIZOL CREMA x 20gr,50392,NOTIZOL B,1 g + 0.1 g + 0.05 g,0.65
1630391.0,COLGATE TRIPLE ACCION x 75ml,52788,TRIPLE ACCION G& R,0.050 g + 1 g + 0.10 g,0.67
1650191.0,AMPICILINA 1gr x 25 AMP - DANY,40238,AMPICILINA,500 mg,0.63
1650840.0,CLARITROMICINA 250mg JBE x 50ml - PORTUGAL,2651,CLARITROMICINA,500 mg,0.62
1654119.0,ANULETTE x 21COMP.,52567,ANULETTE,0.150 mg + 0.03 mg,0.74
1654333.0,MUCOSOLVAN COMP. PEDIATRICO x 120ml,42545,MUCOSOLVAN COMPOSITUM PEDIATRICO,7.5 mg + 0.005 mg/ 5 mL,0.79
1660954.0,PROGENDO 200mg x 30 CAP,46019,PROGENDO,200 mg,0.62
1663975.0,NEUROBION 1000 INY CAJA x 3 AMP,52456,NEUROBION 1000,,0.62
1664554.0,RIGEVIDON 21+7 GRAGEAS,53379,RIGEVIDON 21 + 7,0.15 mg + 0.03 mg,0.74
1673982.0,TROPIVAG x 14 CAP. VAGINAL,59847,ROPIVACAINA,2 mg/ mL,0.61
1676254.0,NOPUCID 10 SHAMPOO 2 EN 1 x 60ml,27971,NOPUCID 10 2 EN 1,,0.79
1676361.0,NOPUCID 10 SHAMPOO 2 EN 1 x 40 SOBRES,27971,NOPUCID 10 2 EN 1,,0.73
1681226.0,AERO SIM COMPUESTO GOTAS x 15ml,38741,AERO SIM COMPUESTO,1 mg + 80 mg/ mL,0.83
1688489.0,TIOCTAN PLUS x 100 TAB,58456,ODASEN PLUS 1000,1000 mg + 50 mg,0.63
1690333.0,NASTIZOL JUNIOR GOTAS x 15ml,41812,NASTIZOL JUNIOR,2 mg + 30 mg + 125 mg,0.8
1690440.0,NASTIZOL JUNIOR JBE x 100ml,41812,NASTIZOL JUNIOR,2 mg + 30 mg + 125 mg,0.81
1691447.0,AMOXIDIN CL 250mg SUSP x 105ml,35444,AMOXIDIN CL 250/62.5,250 mg + 62.5 mg/ 5 mL,0.77
1692454.0,GRAVOL A/P 75mg CAP x 84,37381,GRAVOL A/P,75 mg,0.66
1693675.0,MUCOSOLVAN COMP. ADULTO JBE x 120ml,48918,MUCOSOLVAN COMPOSITUM ADULTOS,15 mg + 0.01 mg/ 5 mL,0.7
1693782.0,DICLOFENACO 75mg x 100 AMP - LABOT,43500,DICLOFENACO,75 mg/ 3 mL,0.61
1703405.0,DIMENHIDRINATO 50mg/5ml x 25AMP - DANY,40228,DIMENHIDRINATO,50 mg,0.67
1704733.0,METAMIZOL SODICO 1gr/2ml x 50 AMP - LABOT,46138,METAMIZOL SODICO,1 g/ 2 mL,0.69
1704947.0,ANEURIN FORTE x 100 GRAGEAS,44305,ANEURIN FORTE NF,100 mg + 200 mg + 1 mg,0.65
1705847.0,AMOX.+ACIDO CLAVUL.500mg x 10 TAB - PORTUGAL,40295,AMOXICILINA + ACIDO CLAVULANICO,250 mg + 62.5 mg/ 5 mL,0.63
1708012.0,DIOXAFLEX CB PLUS x 120 CAP,43887,DIOXAFLEX CB PLUS,50 mg + 4 mg,0.87
1709019.0,SUPRACALM DUO x 60 COMP,41613,SUPRACALM DUO,325 mg/ 37.5 mg,0.82
1712619.0,SUPRACALM 1G x 100 COMP,41613,SUPRACALM DUO,325 mg/ 37.5 mg,0.71
1716326.0,DENTO CD 80ml - TRIPLE ACCION,41389,ANDREWS TRIPLE ACCION,1 g + 1.408 g + 60 mg/ 7.9 g,0.67
1717226.0,MIOFEDROL RELAX x 100 COMP.,40950,MIOFEDROL RELAX PLUS,50 mg + 75 mg + 500 mg,0.84
1719454.0,ERGONEX x 100 TAB - AC FARMA,46044,AEROX SABOR A FRESA,80 mg/ mL,0.63
1720612.0,PYRIDIUM COMPLEX x 100CAP,48605,PYRIDIUM COMPLEX,400 mg + 50 mg,0.88
1720933.0,SILDENAFILO 50mg x 10 TAB - HERSIL,10017,SILDENAFILO,50 mg,0.61
1722298.0,ISOPRINOSINE 250mg/5ml x 120ML,39643,ISOPRINOSINE,500 mg,0.69
1722733.0,MAGALDRAX x 200ML,49139,MAGALDRAX,800 mg + 60 mg/ 10 mL,0.79
1723847.0,DOLO NEUROPRESS FORTE x 60 TAB - PHARMED,48384,DOLO NEUROPRESS FORTE,,0.71
1725326.0,MIOFEDROL RELAX INYECTABLE,40950,MIOFEDROL RELAX PLUS,50 mg + 75 mg + 500 mg,0.84
1750312.0,MAXIMUS PLUS CAJA x 4 DOSIS - HERSIL,58346,MAXIMUS PLUS NF,1500 mg + 10 mcg + 70 mg,0.63
1753654.0,CLARIMED 500mg x 50 TAB,40849,CLARIMED 250,250 mg/ 5 mL,0.73
1759161.0,AMOXICLIN CL 250mg x 60 ml,34174,AMOXICLIN CL 500,500 mg + 125 mg,0.86
1764026.0,PROCOPS 50mg x 10TAB,41889,PROCOPS 50,50 mg,0.67
1764240.0,DERMAFAR CREMA x 35gr,41901,DERMAFAR,,0.65
1764561.0,GRIFANTIL JBE x 60ml,60534,GRIFANTIL NF,160 mg + 1 mg + 5 mg + 2.5 mg,0.72
1773882.0,SULFATO FERROSO JBE x 180ml - IQFARMA,45014,SULFATO FERROSO,300 mg,0.7
1775575.0,"LIBBERA ""D"" x 100 CAP",56872,LIBBERAFEX® 180,180 mg,0.77
1776475.0,MIGRALIVIA x 100 TAB,48542,MIGRALIVIA,250 mg + 250 mg + 65 mg,0.77
1776689.0,MEDRAVOL x 100 TAB,44472,MEDRAVOL,50 mg,0.72
1779610.0,ACIDO FUSIDICO 2% CREMA x 15gr - GEN FAR,40091,ACIDO FUSIDICO,2 %,0.65
1781447.0,BAGOFLOX 500MG x 14 COMP.,41793,BAGOFLOX 500,500 mg,0.77
1781554.0,DEGRALER GOTAS x 15 ML,53071,DEGRALER ODT,5 mg,0.75
1781661.0,DEGRALER JBE x 100 ML,41795,DEGRALER,5 mg,0.65
1781768.0,BAGOFLOX 750mg x 5 TAB,41794,BAGOFLOX 750,750 mg,0.81
1781875.0,GLICENEX DUO 500/5mg x 30 COMP,50422,GLICENEX DUO 500/2.5,500 mg + 2.5 mg,0.82
1782133.0,B-VAT FORTE CAJA x 10 AMP,52087,B-VAT FORTE,,0.69
1782561.0,ELITON VIT GOTAS x 20 ML,34963,ELITON CIP AP,,0.64
1784468.0,"LIBBERA ""D"" JBE x 60 ML",57581,LIBBERA D NEO,5 mg + 120 mg,0.75
1784575.0,"LIBBERA ""D"" GOTAS x 15 ML",57581,LIBBERA D NEO,5 mg + 120 mg,0.71
1785796.0,TOSALBRON ADULTO JBE x 100 ML,48162,TOSALBRON ® ADULTO NF,50 mg/ 5 mL,0.81
1786161.0,BILIOX x 100 CAP,55281,GLIFORMIN 1000 AP,1000 mg,0.61
1786810.0,DOBEXILAB 500mg x 100 CAP,45158,DOBEXILAB 500,500 mg,0.68
1786917.0,FORMILAB 850mg x 30 TAB,47754,FORMILAB® 850,850 mg,0.69
1787275.0,NEXIPRAL 40mg x 16 CAP,46054,NEXIPRAL 40,40 mg,0.67
1793361.0,BENALGIN 1000 x 1 AMP,43606,BENALGIN 1000,,0.86
1794047.0,GENTAMICINA 0.3% GOTAS - VITALINE,42177,GENTAMICINA,0.3 %,0.65
1796061.0,SINCOL GOTAS x 15 ML,57534,SINCOL COMPLEX,0.02 g/ 5 mL + 2.5 g/ 5 mL,0.63
1800277.0,FUCOMISOL 150MG x 2 CAP,47674,FUCOMISOL,150 mg,0.66
1800491.0,ROXTRIM PEDIATRICO x 60 ML,41910,ROXTRIM PEDIATRICO,200 mg + 40 mg/ 5 mL,0.92
1800598.0,CIPROCALMEX 500mg x 100 TAB,42614,CIPROCALMEX,500 mg,0.68
1800819.0,TOPIMICYN UNGUENTO x 14 GR,37925,TOPIMICYN NF,,0.68
1806112.0,ZETALER GOTAS x 15 ML,48421,ZETALER D,5 mg + 30 mg/ 5 mL,0.63
1806433.0,GLICENEX DUO 500/2.5mg x 30 TAB,50422,GLICENEX DUO 500/2.5,500 mg + 2.5 mg,0.87
1806647.0,MICROGYNON x 21 GRAGEAS,52527,MICROGYNON,0.15 mg/ 0.03 mg,0.71
1807226.0,GASEOPLUS 80mg x 15 ML GOTAS,42464,GASEOPLUS FRESA,80 mg/ mL,0.61
1807761.0,FAMILA 28 GRAGEAS,55800,FAMILA 28,0.15 mg + 0.03 mg,0.79
1809561.0,NORFLOXACINO + FENAZOPIRIDINA x 100 CAP-PORTUGAL,49493,NORFLOXACINO + FENAZOPIRIDINA,400 mg + 100 mg,0.75
1813847.0,CATGUT CROMICO 3/0,46007,CLATROMICIN 500,500 mg,0.62
1816440.0,ACIDO ALENDRONICO 70mg x 4 TAB - GEN FAR,39939,ACIDO ALENDRONICO,70 mg,0.62
1819354.0,DOXY-100 CAJA x 100 TABLETAS,46595,DOXY 100 LG,100 mg,0.63
1819782.0,BICARBONATO DE SODIO x 100gr POT - PORTUGAL,37166,BICARBONATO DE SODIO,8.4 %,0.66
1821840.0,CLINDESS DUO x 7 OVULOS,48641,CLINDESS DUO,,0.79
1822091.0,VENOSMIL x 60 CAPSULAS,47672,VENOSMIL,2 %,0.63
1824219.0,LEVONELLE 750mg x 5 TAB,38325,LEVONELLE,500 mg,0.66
1824326.0,LEVONELLE 500mg x 7 TAB,38325,LEVONELLE,500 mg,0.66
1824540.0,TOSALBRON INFANTIL JBE x 100 ML,39131,TOSALBRON INFANTIL,28 mg/ 5 mL,0.83
1837033.0,MOMETASONA CREMA 0.1% TUBO x 15gr- GEN FAR,40171,MOMETASONA FUROATO,0.1 %,0.63
1838903.0,ZETALER D GOTAS x 15 ML,48421,ZETALER D,5 mg + 30 mg/ 5 mL,0.66
1840091.0,LANCIPROX 0.3% GTAS x 5ML,38415,LANCIPROX,0.3 %,0.66
1843440.0,FLUIBRONCOL ORAL 600MG x 20 SOBRES,35547,FLUIBRONCOL ORAL,200 mg/ g,0.74
1851112.0,NASTILAB COMPOSITUM x 100 TAB,55219,NASTILAB® COMPOSITUM G,325 mg + 10 mg + 5 mg + 200 mg,0.8
1854454.0,LACTACYD INFANTIL x 200ML,55187,DOLMACAF® INFANTIL,100 mg/ mL,0.62
1856789.0,ALERCIL JBE x 60ml,39775,ALERCIL 10,10 mg,0.64
1858161.0,COLGATE TRIPLE ACCION x 22 ML,52788,TRIPLE ACCION G& R,0.050 g + 1 g + 0.10 g,0.65
1859603.0,DEXTROMETORFANO JBE x 120ml - IQFARMA,51238,DEXTROMETORFANO BROMHIDRATO,15 mg/ 5 mL,0.65
1859924.0,METAGESIC x 50 COMPRIMIDOS,46219,METAGESIC ODT,325 mg + 37.5 mg,0.72
1862768.0,DIZOLVIN KIDS JBE 15MG x 120ML,59462,DIZOLVIN KIDS,15 mg/ 5 mL,0.7
1863561.0,GASEOVET MS (ANTIACIDO) SUSP. x 220 ML,37598,GASEOVET SABOR A ANIS,80 mg/ mL,0.64
1865682.0,PROSTASIL 0.5MG x 30CAP - HERSIL,61829,PROSTASIL® PLUS,0.5 mg + 0.4 mg,0.66
1872240.0,CLORO ALERGAN GOTAS x 20ml,60765,CLORO ALERGAN,10 mg/ mL,0.67
1876375.0,GASEOVET MS x 140 TAB - MASTICABLES,37599,GASEOVET SABOR A FRESA,80 mg/ mL,0.68
1880126.0,FLATUZYM ADVANCE x 100 CAPSULAS,54999,FLATUZYM ADVANCE,50 mg + 13 mg + 24 mg + 5 mg + 50 mg,0.68
1881882.0,CABESTRILLO COMPUESTO NIÑO,52535,I-PATRIMUL COMPUESTO,20 mcg + 100 mcg/ dosis,0.68
1889303.0,NOVOCORTIL - L CREMA x 15gr,49032,NOVOCORTIL-L® NF,1 % + 1.5 %,0.72
1891033.0,DIOXAFLEX PLUS AMP CAJA x 3 DOSIS,43888,DIOXAFLEX PLUS,75 mg + 4 mg,0.7
1893582.0,ELECTROLUSA PEDIATRICO x 1000ML - FRESA,51963,ELECTRORAL PEDIATRICO SABOR A FRESA,,0.75
1909568.0,UNIFEN GOTAS x 5ML,42930,UNITEARS MR,1 %,0.65
1911298.0,NEONYPOL x 12 OVULOS,43348,NEONYPOL,,0.67
1915440.0,TOBAN F PLUS x 100 TAB,58456,ODASEN PLUS 1000,1000 mg + 50 mg,0.63
1919896.0,GRIPA C MAXIMA POTENCIA x 100 TABS,55052,GRIPA C MAXIMA POTENCIA,500 mg + 15 mg + 5 mg + 2 mg,0.91
1920298.0,AEROX FRESA GOTAS x 15 ML,60238,AEROX SABOR A ANÍS,80 mg/ mL,0.62
1927568.0,AK TROL GOTAS x 5ML,35456,AK TROL NF,,0.65
1934233.0,YODOX ESPUMA x 60ML,38402,YODOX ESPUMA LIMPIADORA,8.5 %,0.77
1938368.0,CABESTRILLO COMPUESTO TALLA S,52535,I-PATRIMUL COMPUESTO,20 mcg + 100 mcg/ dosis,0.62
1939703.0,WELLPORT JBE x 345ML,59245,WELLPORT NF,312.5 mg/ 5 mL + 6.25 mg/ 5 mL + 2.5 mg/ 5 mL,0.68
1944454.0,HEPAFORT IM x 3 AMP,58847,HEPAFORT® NF,(100 mg + 100 mg + 1 mg)/ 3 mL,0.7
1944668.0,SAL DE ANDREWS TRIPLE ACCION x 90 SACHET,41389,ANDREWS TRIPLE ACCION,1 g + 1.408 g + 60 mg/ 7.9 g,0.69
1947689.0,HORTRIN A x 100 TAB - MEDIFARMA,56481,HORTRIN® A NF,200 mg,0.64
